latency_s
1287485 nanoseconds
2221563 nanoseconds
1176260 nanoseconds
2288165 nanoseconds
1743746 nanoseconds
3579374 nanoseconds
3207368 nanoseconds
1380846 nanoseconds
1313866 nanoseconds
1218108 nanoseconds
1129228 nanoseconds
1959770 nanoseconds
1570235 nanoseconds
1123273 nanoseconds
2000291 nanoseconds
2166535 nanoseconds
1552729 nanoseconds
2981927 nanoseconds
3447551 nanoseconds
1962891 nanoseconds
2667723 nanoseconds
4364611 nanoseconds
1702934 nanoseconds
2601297 nanoseconds
2598432 nanoseconds
2746017 nanoseconds
2735459 nanoseconds
2565518 nanoseconds
2990449 nanoseconds
1903399 nanoseconds
2770087 nanoseconds
2874953 nanoseconds
1509777 nanoseconds
2520884 nanoseconds
1679525 nanoseconds
1146536 nanoseconds
2101472 nanoseconds
1465622 nanoseconds
2814335 nanoseconds
7362675 nanoseconds
2191071 nanoseconds
1328856 nanoseconds
2998455 nanoseconds
4110589 nanoseconds
2294208 nanoseconds
2657559 nanoseconds
2742275 nanoseconds
1277138 nanoseconds
3102581 nanoseconds
