latency_s
0.001041867
0.000999259
0.001116811
0.001317407
0.000854842
0.000848877
0.001272303
0.000899093
0.000828318
0.001465526
0.000821012
0.001083373
0.002074749
0.000850462
0.000966746
0.000884387
0.00085011
0.001638316
0.001221414
0.00551481
0.001317541
0.000574483
0.002019182
0.00281158
0.001270333
0.003115586
0.000656264
0.001985886
0.001715075
0.001139801
0.002549151
0.001488823
0.000617492
0.003279148
0.001473346
0.001935773
0.001851403
0.001870645
0.001469611
0.002089258
0.001147443
0.001708661
0.001631482
0.001820094
0.002086781
0.010631617
0.000912896
0.001535749
0.000790291
0.001039011
0.000668063
0.000985226
0.00069724
0.001246947
0.00074374
0.001462488
0.000648196
0.000567619
0.000551755
0.001468981
0.001664289
0.000959558
0.001503485
0.001737482
0.001285506
0.002816462
0.001242
0.003647476
0.002017944
0.001652789
0.002016166
0.002027068
0.001413031
0.001276531
0.001333599
0.002139113
0.001103326
0.013154947
0.002429287
0.001329652
0.001996593
0.000756648
0.002054171
0.002031737
0.001272115
0.001107905
0.001114913
0.000998757
0.002295088
0.001318272
0.000602288
0.005088591
0.000770524
0.00066755
0.000553027
0.008454891
0.000617731
0.00074204
0.000803817
0.000715695
0.001150411
0.000925567
0.041480939
0.027949389
0.013339222
0.014595969
0.015112957
0.008853414
0.011866254
0.001307116
0.000765118
0.001375589
0.002064274
0.000948182
0.000776103
0.000653886
0.00085231
0.001852975
0.000820842
0.001327618
0.001060889
0.001158987
0.000904424
0.000700767
0.000716212
0.001086831
0.001555098
0.000940298
0.000885027
0.001417622
0.000782235
0.000967079
0.000920931
0.00143554
0.000888408
0.000859402
0.001586749
0.000791604
0.001655532
0.001444999
0.00123777
0.000702168
0.001402068
0.001664915
0.000979816
0.001628957
0.001542593
0.001428714
0.000686442
0.001363169
0.000855938
0.0020053
0.001412238
0.000752195
0.001478264
0.000600149
0.001506273
0.005359289
0.002161154
0.00234325
0.003884269
0.001413599
0.006988403
0.001110209
0.001043713
0.000840863
0.001611331
0.00173893
0.001633689
0.000960409
0.000672735
0.000760693
0.000983495
0.000907959
0.000853625
0.001417475
0.000753777
0.000786942
0.001630096
0.000851439
0.001851418
0.001452692
0.001684865
0.001970994
0.002054271
0.001342411
0.001297221
0.00134017
0.000872603
0.002180899
0.001126146
0.001473268
0.000696338
0.00156055
0.001367108
0.002357614
0.002113564
0.001855728
0.001601628
0.00134895
0.001639388
0.002100913
0.000783219
0.001797053
0.0022687
0.00142882
0.001493226
0.001300967
0.001843001
0.002039558
0.001497009
0.002854608
0.004228448
0.001684405
0.001565298
0.006089241
0.000807967
0.000871282
0.001337805
0.001952358
0.001478998
0.00160473
0.001666243
0.001669475
0.001131476
0.0010994
0.001342145
0.001777066
0.005131158
0.001446607
0.001051935
0.001993359
0.001248966
0.001562358
0.001209606
0.007630839
0.001042115
0.000818361
0.000962923
0.001418774
0.000859025
0.001448187
0.002207561
0.003222814
0.00064006
0.001046248
0.00100524
0.001045546
0.000793907
0.000933998
0.000981004
0.004741494
0.0009411
0.001797594
0.00105054
0.000859891
0.000971556
0.001201844
0.001069134
0.019206758
0.010960509
0.000818735
0.001137669
0.00098425
0.000973249
0.000946111
0.000760143
0.000653721
0.000875406
0.000763577
0.001512205
0.001918413
0.00185354
0.001848995
0.001648623
0.00177624
0.006205711
0.001488995
0.002153764
0.001653254
0.001304061
0.001160502
0.00397235
0.001548698
0.001343645
0.001158591
0.000624085
0.000904102
0.000976703
0.0014711
0.001920492
0.004112002
0.00097323
0.001026924
0.001536034
0.000688914
0.000882344
0.000815762
0.000676719
0.001217366
0.000754999
0.001021121
0.000576945
0.000776209
0.010810757
0.009515461
0.009519789
0.002026821
0.002306288
0.002669935
0.001553364
0.00282845
0.002387349
0.001686627
0.001374526
0.00307112
0.001834251
0.000893314
0.001524795
0.00156674
0.001204978
0.001264275
0.001965829
0.001782245
0.00165306
0.002265479
0.009509211
0.001118484
0.00433714
0.001105529
0.000895346
0.002178905
0.001099388
0.001163799
0.016814146
0.000991746
0.002052238
0.001889461
0.000583237
0.00083507
0.00118868
0.001979139
0.002442584
0.00107801
0.001526707
0.00097233
0.000676752
0.019847346
0.002324493
0.000871142
0.00220923
0.002935179
0.015375171
0.000707333
0.001078434
0.000565618
0.001236972
0.00225516
0.00227572
0.000792493
0.001260199
0.00064006
0.002394237
0.001454822
0.001660264
0.001130119
0.00111286
0.002349382
0.002639592
0.001837808
0.016199609
0.000838434
0.016647229
0.007056502
0.006366252
0.001424629
0.000968877
0.001650427
0.000910347
0.001636611
0.000683512
0.001374539
0.000791769
0.00283761
0.000963754
0.002719659
0.001181835
0.002540754
0.001399098
0.008450623
0.005360299
0.002206185
0.008596826
0.001887578
0.000916279
0.00144936
0.003797
0.002284882
0.001131292
0.001295365
